year,type,name,postal_code,num_cardholders,revenue_self_generated,revenue_total_operating,revenue_total_capital,expend_materials,expend_staff,expend_total_operating,num_print_volumes,num_e_book_audio_titles,hoopla,num_e_learning_services,num_took_e_learning_courses,num_workstations_internet,total_direct_circulation,program_attendance,num_tech_programs,ill_num_borrowed,ill_num_lent,num_use_wifi,num_visits_irl,num_visits_websites,population,households
2016,Contracting LSB,Goulais & District LSB,P0S1E0,0,0,9653,0,0,0,9653,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,4148,0
2016,Public or Union Library,Grand Valley Library Board,L9W5L2,1829,6302,287686,0,46978,166949,271406,19100,81125,0,NA,NA,9,53146,2583,0,1489,1183,160,843,120,2530,1498
2016,Public or Union Library,Gravenhurst Public Library,P1P1J1,5280,16634,616757,0,64420,411249,614257,44741,81379,0,NA,NA,8,104532,8963,174,2290,3002,63,1243,367,12311,8535
2016,Public or Union Library,Greater Madawaska Twp,K0J1H0,562,127,70002,0,6761,55405,69448,13622,70361,0,NA,NA,5,6037,1159,0,303,310,17,58,2,2485,2797
2016,Public or Union Library,Greater Sudbury,P3C4X8,88999,162626,8461741,287000,840069,4937975,8231720,306602,19547,0,NA,NA,146,825407,47620,62,2635,2426,0,14448,7943,161531,75337
2016,Public or Union Library,Greenstone,P0T1M0,2590,2929,452880,0,40590,336837,465493,83707,80992,0,NA,NA,27,30809,2061,0,477,551,135,431,27,4636,2931
2016,Public or Union Library,Grey Highlands,N0C1E0,3270,15885,437033,0,29353,247179,437035,40595,70361,0,NA,NA,19,51574,3337,8,1132,1613,161,886,287,7927,5502
2016,Public or Union Library,Grimsby,L3M1Y1,7739,81612,961777,101394,131000,647789,988939,46056,303584,1,NA,NA,18,207180,11811,124,1579,1445,403,2694,4549,25325,9764
2016,Public or Union Library,Guelph,N1H4J6,55751,328418,9182303,272556,1328655,5842435,9116406,316425,17241,1,NA,NA,46,2036454,50472,20,5542,9653,801,21926,22244,131794,54881
2016,Public or Union Library,Haldimand County,N1A2X5,16602,68893,1895875,1407507,214113,1180055,1894827,150989,73005,0,NA,NA,21,339217,9471,57,2939,3833,139,2568,2719,45608,20082
2016,"County, County co-operative or Regional Municipality Library",Haliburton County,K0M1S0,9124,11683,948167,0,122163,739775,948167,45954,71223,0,NA,NA,27,164729,7316,56,1350,1821,256,3019,786,14377,8096
2016,Contracting LSB,Hallebourg LSB,P0L1L0,0,0,428,0,0,0,428,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,295,0
2016,Public or Union Library,Halton Hills,L7G2A3,17975,121262,3607197,31859,310684,2903587,3951508,113589,70488,1,NA,NA,40,569564,19413,89,2223,2241,363,5358,7804,57922,20521
2016,Public or Union Library,Hamilton,L8N4E4,158376,549671,31182818,0,3226631,20058588,31182818,652225,86499,1,NA,NA,402,6738870,181019,411,4666,4899,22995,78929,87271,558397,222918
2016,Contracting Municipality,Hamilton Twp,K9A4W5,0,0,289400,0,0,0,289400,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,10942,4677
2016,Public or Union Library,Hanover,N4N2P1,2069,45860,592519,0,53334,365229,576865,26582,80750,0,NA,NA,14,71702,5562,192,1137,2602,212,1729,498,7688,3539
2016,Contracting Municipality,Harley Twp,P0J1P0,0,0,2486,0,0,0,2486,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,551,209
2016,Public or Union Library,Hastings Highlands Twp,K0L2S0,1472,5795,218608,0,9424,134172,216531,10432,70361,0,NA,NA,9,10780,1383,0,518,0,111,368,17,4075,1820
2016,Public or Union Library,Havelock-Belmont-Methuen Twp,K0L1Z0,1894,1669,149678,0,20449,59507,149678,35883,70361,0,NA,NA,15,23226,256,0,457,0,15,231,303,4530,3936
2016,Contracting LSB,Hawk Junction LSB,P0S1G0,0,0,547,0,0,0,547,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,300,0
2016,Public or Union Library,Hawkesbury,K6A1H1,6218,22289,530595,0,36764,407723,518091,57859,74603,0,NA,NA,6,54935,2894,0,561,814,56,1172,227,10263,5268
2016,Public or Union Library,"Head, Clara & Maria",K0J2K0,176,6822,24352,0,2954,0,16868,3592,70361,0,NA,NA,4,1787,570,0,8,0,1,7,0,195,348
2016,Public or Union Library,Hearst Twp,P0L1N0,2055,32651,285613,434,28127,166200,280723,19360,15000,0,NA,NA,7,42027,711,0,166,170,27,1002,161,5090,2505
2016,First Nations Library,Henvey Inlet FN,P0G1J0,65,0,33973,0,500,20730,26730,2705,0,0,NA,NA,7,75,29,0,0,0,70,75,0,189,0
2016,Contracting Municipality,Hilliard Twp,P0J1S0,0,0,1226,0,0,0,1226,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,184,91
2016,Public or Union Library,Hilton Union,P0R1G0,344,3897,46137,0,11155,13977,37914,9865,70361,0,NA,NA,4,3662,96,2,115,0,3,37,0,418,518
2016,Public or Union Library,Hornepayne Twp,P0M1Z0,343,1321,101464,0,9703,75655,101408,7324,70478,0,NA,NA,3,3729,1456,4,187,226,36,104,40,980,514
2016,Contracting Municipality,Hudson Twp,P0J1P0,0,0,4458,0,0,0,4458,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,475,325
2016,Public or Union Library,Huntsville,P1H1W4,10076,36393,1025227,500,150858,618020,946183,51496,70361,1,NA,NA,19,167078,9693,142,3012,2053,345,3044,2005,19056,10084
2016,Contracting LSB,Hurkett LSB,P0T1K0,0,0,497,0,0,0,497,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,389,0
2016,"County, County co-operative or Regional Municipality Library",Huron County,N0M1L0,17240,32722,2845138,12700,371752,2153567,2845128,235342,75003,1,NA,NA,73,378273,21699,191,3798,3968,350,10152,6394,59297,28369
2016,Public or Union Library,Huron Shores,P0R1H0,298,502,60609,0,5598,23606,53976,6093,0,0,NA,NA,6,2128,418,0,303,161,4,45,5,1664,1253
2016,Public or Union Library,Ignace,P0T1T0,438,2456,65971,0,6512,33663,65971,11701,70361,0,NA,NA,8,15614,235,0,160,202,10,98,16,1202,596
2016,Public or Union Library,Innisfil,L9S1V3,24270,72640,3491232,543517,178947,2466418,3572760,62047,48350,1,NA,NA,54,266723,38254,105,2879,1544,1985,3790,6691,36566,15209
2016,Public or Union Library,Iroquois Falls,P0K1G0,2027,5402,150777,0,7071,123215,217539,30339,70361,0,NA,NA,8,29841,1455,0,199,258,48,168,80,4537,2380
2016,First Nations Library,Iskatewizaagegan No. 39 FN,P0X1E0,35,0,24265,0,2763,13000,24265,4056,0,0,NA,NA,10,150,15,0,0,0,0,45,0,325,0
2016,Public or Union Library,James Twp,P0J1G0,399,1074,46101,1174,5833,17004,34798,0,70361,0,NA,NA,8,2504,177,1,133,0,75,48,0,424,264
2016,Contracting Municipality,Jocelyn Twp,P0R1G0,0,0,1503,0,0,0,1503,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,313,340
2016,Contracting LSB,Jogues LSB,P0L1R0,0,0,448,0,0,0,448,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,540,0
2016,Contracting Municipality,Johnson Twp,P0R1E0,0,0,2405,0,0,0,2405,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,614,515
2016,Contracting Municipality,Joly Twp,P0A1Z0,0,0,851,0,0,0,851,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,231,259
2016,Public or Union Library,Kapuskasing,P5N1P9,2306,0,209764,0,34189,149023,220202,329,0,0,NA,NA,16,29713,634,8,292,130,70,585,180,7019,4085
2016,Public or Union Library,"Kawartha Lakes, City of",K9V2Y6,18823,20708,2197401,0,122751,1272368,1503861,152059,84807,0,NA,NA,59,452189,15752,70,2267,2819,662,4879,2167,75423,39581
2016,Public or Union Library,Kearney & Area,P0A1M0,346,2142,36419,0,6853,23288,36689,8942,70361,0,NA,NA,4,5575,374,0,143,0,0,48,0,882,1155
2016,Public or Union Library,Kenora City,P9N1S7,5152,43719,733623,0,102950,492078,718666,68599,138663,0,NA,NA,41,93716,2506,16,1055,831,2100,1353,1639,15096,7675
2016,Contracting Municipality,Kerns Twp,P0J1P0,0,0,1822,0,0,0,1822,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,359,125
2016,Public or Union Library,"Killaloe, Hagarty & Richards Twp",K0J2A0,1156,10448,107559,0,11380,74682,110566,10832,70361,0,NA,NA,6,24466,498,30,237,211,8,170,500,2203,1665
2016,Contracting Municipality,Killarney,P0M2A0,0,0,1066,0,0,0,1066,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,386,388
2016,Public or Union Library,King Twp,L7B1A6,9478,31307,1795890,33667,168637,1172079,1795890,55401,76968,1,NA,NA,28,162035,18616,44,2464,3188,120,2117,1949,24512,9258
2016,Public or Union Library,Kingston-Frontenac County,K7L1X8,58821,174447,7488017,1128743,1101792,5642552,7540863,319103,10010,1,NA,NA,100,1330394,44601,682,1893,1231,1648,14882,21152,149855,72787
2016,Public or Union Library,Kirkland Lake,P2N1P1,3065,8039,296715,0,34584,214116,296715,30,70361,0,NA,NA,10,41122,3277,27,410,617,351,419,12,8493,4738
2016,Public or Union Library,Kitchener,N2H2H1,91620,336838,11243329,1410413,1216107,8403698,11243257,497081,27180,1,NA,NA,105,2538437,83526,264,1687,5423,16048,26886,33377,246700,94170
2016,Public or Union Library,La Nation,K0C2B0,3848,2942,420816,30269,54185,296369,413488,57551,74603,0,NA,NA,13,42821,808,0,225,261,3,612,153,12808,4917
2016,Contracting Municipality,La Vallee Twp,P0W1C0,0,0,4386,0,0,0,4386,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,938,400
2016,Contracting LSB,Lac Ste. Therese LSB,P0L1N0,0,0,695,0,0,0,695,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,172,0
2016,Contracting Municipality,Laird Twp,P0S1C0,0,0,2429,0,0,0,2429,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1109,550
2016,Public or Union Library,Lake of Bays Twp,P0B1A0,4955,5338,373920,0,18652,261772,366126,29608,70361,0,NA,NA,14,68731,9720,43,528,797,43,639,792,3284,4471
2016,Contracting Municipality,Lake of The Woods Twp,P0W1L0,0,0,4200,0,0,0,4200,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,296,668
2016,"County, County co-operative or Regional Municipality Library",Lambton County,N0N1T0,34051,79070,6573446,138222,945261,4623111,6495449,313555,25136,1,NA,NA,75,816777,87544,67,2493,3819,1145,10223,11048,126638,59777
2016,Public or Union Library,Lanark Highlands,K0G1K0,1990,5164,93703,2764,11461,59127,98611,22076,70361,0,NA,NA,4,21522,529,6,442,0,28,120,20,5128,3756
2016,Contracting LSB,Lappe Local Services Board,P7G0K5,0,0,13091,0,0,0,5658,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1800,0
2016,Public or Union Library,Larder Lake Public Library,P0K1L0,365,6077,83971,0,10197,51778,79169,13458,74603,0,NA,NA,5,4848,925,2,40,78,3,31,59,635,350
2016,Public or Union Library,Laurentian Hills,K0J1P0,291,443,119210,0,6071,63477,87040,21336,189,0,NA,NA,6,12815,541,15,212,407,21,135,90,2961,1467
2016,Contracting Municipality,Laurentian Valley Twp,K8A4K5,0,0,164318,0,0,0,164318,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,8127,3973
2016,Contracting LSB,Laurier LSB,P0A1X0,0,0,552,0,0,0,552,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,190,0
2016,Public or Union Library,Leeds and the Thousand Islands Twp,K0E1L0,4219,8778,568243,0,44051,323977,461930,19129,70361,1,NA,NA,21,60203,4704,52,962,796,2049,1208,402,9465,5925
2016,"County, County co-operative or Regional Municipality Library",Lennox and Addington County,K7R4B9,7959,24623,1415769,80734,103859,1082545,1481498,77769,71760,1,NA,NA,50,181841,16343,253,2890,3321,358,2245,2498,42888,19684
2016,Public or Union Library,Lincoln,L0R1B0,6306,31515,1072292,0,128096,750796,1072287,80668,80750,0,NA,NA,19,236178,9793,89,1324,1556,335,3671,2006,23787,9077
2016,Contracting LSB,Local Services Board of Rainbow Country,P3E1S5,0,0,497,0,0,0,497,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,248,0
2016,Public or Union Library,London,N6A6H9,141429,765721,21192194,2654870,2198399,14504102,20898561,809205,22590,1,NA,NA,317,3699129,174775,270,3012,2135,6037,49566,90751,383822,175342
2016,LSB Library,"Loring, Port Loring and District Local Services Board",P0H1Y0,440,0,8425,0,5208,0,5808,9300,0,0,NA,NA,2,3836,200,0,0,0,50,80,5,800,0
2016,First Nations Library,M'Chigeeng FN,P0P1G0,164,0,30176,0,2397,22499,28088,11138,0,0,NA,NA,3,6880,6544,3,0,0,0,142,0,941,0
2016,Contracting Municipality,"MacDonald, Meredith & Aberdeen Add'l Twp",P0S1C0,0,0,3581,0,0,0,3581,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1609,827
2016,Public or Union Library,Madawaska Valley Twp,K0J1B0,1361,15649,183607,15000,24499,126087,177243,24854,70363,0,NA,NA,6,22599,871,0,704,394,14,230,0,3741,3161
2016,Contracting Municipality,Madoc Twp,K0K2K0,0,0,32794,0,0,0,32794,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,2197,894
2016,First Nations Library,Magnetawan FN,P0G1A0,5,0,20788,0,208,17568,19952,2150,3524,0,NA,NA,6,38,6,0,6,0,0,21,0,75,0
2016,Public or Union Library,Magnetawan Twp,P0A1P0,897,1257,91123,0,4965,70839,97556,12585,70361,0,NA,NA,13,9961,996,0,236,58,38,111,53,1187,2029
2016,Public or Union Library,Manitouwadge,P0T2C0,794,3042,109270,0,6324,75868,102176,25726,70361,0,NA,NA,6,5926,591,1,193,240,5,117,0,1706,1222
2016,Public or Union Library,Marathon,P0T2E0,1102,1948,188029,14500,17879,137951,196378,186,70361,0,NA,NA,6,21290,4215,32,165,58,175,472,5,3273,1643
2016,Public or Union Library,Markham,L3P3A7,153921,766322,14014257,133123,2855857,9917422,14394113,728764,67879,1,NA,NA,154,4639052,157643,1083,220,448,31564,47384,47958,353899,96106
2016,Public or Union Library,Markstay-Warren,P0M2G0,788,728,96983,0,7239,75784,96981,12095,71837,0,NA,NA,10,9711,7404,0,162,0,0,446,0,2330,1337
2016,Public or Union Library,Marmora and Lake Twp,K0K2M0,2340,1725,101609,25000,11095,50965,104804,16160,71461,0,NA,NA,8,17026,988,2,312,0,127,262,468,4070,1690
2016,First Nations Library,Mattagami FN,P0M1W0,40,0,34573,0,550,35978,36828,4081,0,0,NA,NA,2,1000,511,0,0,0,35,20,0,168,0
2016,Public or Union Library,Mattawa,P0H1V0,1411,2421,104496,9128,5947,90075,118911,41705,275,0,NA,NA,11,43600,43600,50,800,250,800,700,60,2033,1063
2016,Contracting Municipality,Mattawan Twp,P0H1V0,0,0,403,0,0,0,403,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,165,104
2016,Public or Union Library,Mattice-Val Cote Twp,P0L1T0,390,994,74966,0,9011,49890,69328,9356,5306,0,NA,NA,8,4789,438,1,18,0,5,25,0,634,379
2016,Contracting Municipality,"McDougall, Municipality of",P2A2W9,0,0,42129,0,0,0,42129,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,2702,1521
2016,Public or Union Library,McGarry Twp,P0K1X0,693,849,48049,0,1644,36092,44061,10766,0,0,NA,NA,7,7231,211,0,79,0,0,18,0,586,342
2016,Public or Union Library,McKellar Twp,P0G1C0,365,4673,55683,0,7335,24454,63705,8541,103361,0,NA,NA,5,3802,218,1,79,98,30,30,8,1051,1538
2016,Contracting Municipality,"McMurrich-Monteith, the Corporation of the Township of",P0A1Y0,0,0,2589,0,0,0,2589,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,824,752
2016,Contracting Municipality,McNab-Braeside Twp,K7S3G8,0,0,105635,0,0,0,105635,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,7371,3192
2016,Public or Union Library,Meaford,N4L1V4,4037,22976,719228,0,42342,437915,736885,39096,70604,1,NA,NA,10,83256,10324,223,1500,1950,97,1583,972,10990,5648
2016,Contracting Municipality,Melancthon Twp,L9V2E6,0,0,54943,0,0,0,54943,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,2240,1159
2016,Public or Union Library,Merrickville-Wolford,K0G1N0,1422,3067,109109,0,8741,69567,101475,23419,80759,0,NA,NA,9,33120,2716,11,1234,1025,21,362,52,2605,1373
2016,First Nations Library,Michipicoten FN,P0S1K0,88,0,38817,0,6267,20239,38817,75,70361,0,NA,NA,3,1255,148,3,0,0,2,32,0,67,0
2016,"County, County co-operative or Regional Municipality Library",Middlesex County Library,N6A2P1,19723,75361,4263021,240264,707137,2507018,4112135,177208,31587,0,NA,NA,114,384141,51616,281,4593,2649,1724,5633,4650,76764,28569
2016,Public or Union Library,Midland,L4R3M6,12502,22765,1208484,0,77872,758342,1405166,38240,12145,0,NA,NA,10,333600,5532,38,1934,1677,387,3317,4587,16864,7739
2016,Public or Union Library,Milton,L9T6H7,59477,151083,4835877,56313,510212,2887269,4825895,174082,27636,0,NA,NA,40,1256200,49073,22,864,870,1928,8327,8443,111000,34603
2016,Public or Union Library,Mississauga,L5B3Y3,209629,1115680,26867242,1094042,3553725,19956781,26445274,959346,25973,0,NA,NA,231,6021923,135103,242,1435,2102,91286,97258,18638,768000,246000
2016,First Nations Library,Mississauga FN,P0R1B0,451,0,17555,0,559,13948,17688,3753,49,0,NA,NA,10,2950,17,0,3,0,25,24,0,392,0
2016,First Nations Library,Mississaugas of Scugog Island FN,L9L1B6,122,0,13700,0,3500,0,13700,4,210,0,NA,NA,4,80,56,0,0,0,55,458,0,49,0
2016,Public or Union Library,Mississippi Mills,K0A1A0,9657,18078,599409,0,56183,414524,599437,55670,70447,0,NA,NA,11,121622,6875,3,1910,1789,66,1166,372,13163,5550
2016,First Nations Library,Mohawks of Akwesasne FN,K6H5T3,3845,2725,449433,0,30952,242807,378261,27452,5255,0,NA,NA,14,7611,206,0,182,1013,15,212,0,9692,0
2016,First Nations Library,Mohawks of the Bay of Quinte FN,K0K1X0,700,22598,56876,2400,5118,28416,56008,1804,70361,0,NA,NA,6,5000,132,0,14,0,30,38,45,2178,0
2016,Contracting Municipality,Mono,L9W6S3,0,0,80989,0,0,0,80989,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,8609,3127
2016,Contracting Municipality,Montague Twp,K7A4W6,0,0,21755,0,0,0,21755,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,3761,1533
2016,Public or Union Library,Moonbeam Twp,P0L1V0,570,6518,127751,0,15201,79881,119425,20407,73345,0,NA,NA,7,10389,701,0,26,0,15,153,0,1039,993
2016,Contracting Municipality,Morley Twp,P0W1N0,0,0,1400,0,0,0,1400,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,481,232
2016,Contracting Municipality,Mulmur Twp,L9V0G8,0,0,32330,0,0,0,32330,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,3081,1723
2016,Public or Union Library,Muskoka Lakes Twp,P0B1J0,1866,15818,485897,0,35680,249620,411075,44209,70361,0,NA,NA,5,28165,3979,5,52,0,57,751,209,5333,9593
2016,Contracting Municipality,Nairn & Hyman Twp,P0M2L0,0,0,1382,0,0,0,1382,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,399,304
2016,First Nations Library,Naotkamegwanning FN,P0X1L0,353,0,23898,0,9512,19130,29525,8350,0,0,NA,NA,5,500,250,0,0,0,80,150,0,755,0
2016,Contracting Municipality,"Neebing, Municipality of",P7L0B5,0,0,4992,0,0,0,4992,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1986,1096
2016,First Nations Library,New Credit FN,N0A1H0,255,0,24082,0,1249,13164,25440,2418,0,0,NA,NA,6,161,255,2,0,0,2,21,0,939,0
2016,Public or Union Library,New Tecumseth,L9R1V6,7400,148680,1863039,0,157394,1332692,1530855,91691,7315,0,NA,NA,33,358935,8141,40,2957,3209,160,303,775,34242,13191
2016,Public or Union Library,Newmarket,L3Y1W1,24696,121611,3412783,175700,313774,2204995,3294245,192917,85728,0,NA,NA,51,505561,14237,139,2480,1958,766,4046,2919,87329,29002
2016,Public or Union Library,Niagara Falls,L2E4C5,19799,126474,4424713,0,431464,3370825,4408161,207153,84891,0,NA,NA,37,527336,28712,316,2259,3587,1952,9549,158823,82997,35199
2016,Public or Union Library,Niagara-on-the-Lake,L0S1J0,13158,64125,860845,90844,51012,478956,856017,50625,6386,0,NA,NA,10,94386,2770,122,625,1371,82,1560,6325,15400,6691
2016,Public or Union Library,Nipigon Twp,P0T2J0,856,4262,114119,0,7831,79403,111109,15110,70361,0,NA,NA,5,9649,418,0,307,268,300,166,40,1645,847
2016,First Nations Library,Nipissing FN,P2B3K2,62,0,79390,0,5500,38124,53203,4168,0,0,NA,NA,8,492,5297,9,0,0,96,82,27,959,0
2016,Public or Union Library,Norfolk County,N3Y4H3,17182,60916,2820474,1641435,272303,1626589,3034228,125406,87203,0,NA,NA,77,284222,29559,12,52,41,324,4962,1735,63175,29479
2016,Public or Union Library,North Bay,P1B1H1,45554,84341,2417077,200000,179501,1900303,2379087,170154,70361,0,NA,NA,13,321851,6301,6,968,2133,157,9170,1175,51553,22614
2016,Public or Union Library,North Grenville Twp,K0G1J0,5629,13399,441087,0,38504,376070,506004,33286,80930,0,NA,NA,22,99323,10326,12,2328,1451,1720,1714,2300,16451,6705
2016,Public or Union Library,North Kawartha Twp,K0L1A0,5933,19056,270254,0,16162,166875,270254,14463,70361,0,NA,NA,9,26023,1022,95,337,283,153,248,3,2190,3938
2016,Public or Union Library,North Perth,N0K1P0,3168,18296,843124,25059,55070,451289,843124,42020,29179,0,NA,NA,16,103520,8849,146,919,1402,124,1222,0,13130,5373
2016,Contracting Municipality,North Shore Twp,P0R1A0,0,0,2007,0,0,0,2007,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,497,367
2016,Public or Union Library,Northeastern Manitoulin and the Islands,P0P1K0,1048,3251,100658,0,11352,75668,104151,13608,70361,0,NA,NA,4,18377,1176,3,268,0,5,266,0,2712,2313
2016,Contracting Municipality,O'Connor Twp,P0T1W0,0,0,1220,0,0,0,1220,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,663,272
2016,Public or Union Library,Oakville,L6J2Z4,104775,359778,9338533,1492572,794455,7203588,9510390,232961,30296,1,NA,NA,107,1581172,55098,379,7701,3926,1815,20202,1815,194000,66269
2016,First Nations Library,Ojibways of Onigaming FN,P0X1K0,150,0,10000,0,250,10000,10250,3000,0,0,NA,NA,4,926,946,0,0,0,0,800,0,466,0
2016,Public or Union Library,Oliver Paipoonge,P0T2G0,1402,3037,117811,0,11337,87117,122188,12454,70361,0,NA,NA,11,21642,6042,17,423,428,29,375,0,5922,2361
2016,Public or Union Library,Opasatika,P0L1Z0,124,0,17076,0,4202,6048,17476,11074,0,0,NA,NA,3,2097,0,0,0,0,18,21,0,226,132
2016,Public or Union Library,Orangeville,L9W2M2,7952,30170,1534233,381000,145528,1175960,1530169,70278,71396,0,NA,NA,14,172100,5217,14,2791,2276,95,3184,0,28734,10678
2016,Public or Union Library,Orillia,L3V3A6,14712,0,2230562,0,0,1550230,2092769,78494,70567,0,NA,NA,24,367260,25526,85,3305,1644,1375,6948,3726,31128,14137
2016,Contracting Municipality,Oro-Medonte Twp,L0L2X0,0,0,241456,0,0,0,241456,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,21035,9388
2016,Public or Union Library,Oshawa,L1H1N2,63469,187803,9313183,85500,860896,6842961,9265177,321700,19296,0,NA,NA,87,1619105,34461,51,5692,8366,0,23506,8872,162500,63048
2016,Public or Union Library,Otonabee-South Monaghan Twp,K0L2G0,2010,13999,175215,0,22473,133057,184067,41053,70361,0,NA,NA,9,27771,1783,5,599,1304,3,331,22,6660,3085
2016,Public or Union Library,Ottawa,K1P5M2,294039,1796391,46134484,6380654,5055308,33107547,45988618,1626336,52574,1,NA,NA,596,11294759,266852,0,7227,3177,10916,90188,294710,968580,409643
2016,Public or Union Library,Owen Sound & North Grey Union,N4K4K4,11566,44729,1595252,3000,123073,1149229,1497735,87839,71271,1,NA,NA,16,295708,9078,0,2839,2395,517,4431,2381,38450,17501
2016,"County, County co-operative or Regional Municipality Library",Oxford County,N4S7Y3,18032,53287,4022031,17500,470468,2083349,4022706,139785,79282,1,NA,NA,83,597467,25016,523,3070,2861,2323,6170,5245,89177,46251
2016,Contracting Municipality,Papineau-Cameron Twp,P0H1V0,0,0,1878,0,0,0,1878,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1016,539
2016,Public or Union Library,Parry Sound,P2A1E3,5102,25428,385749,1250,19251,267236,391449,44832,70361,0,NA,NA,7,60433,5867,2,670,525,236,578,63,6321,3108
2016,Public or Union Library,Pelham,L0S1E0,5588,40406,896143,0,82566,706879,896143,35096,70361,0,NA,NA,10,197779,6864,21,1488,965,212,1709,553,15654,6882
2016,Public or Union Library,Pembroke,K8A4K5,3976,26467,691485,19500,26670,638088,1037961,64000,84353,0,NA,NA,23,132014,9068,6,1729,2380,69,2002,662,10867,6543
2016,Public or Union Library,Penetanguishene,L9M1R6,2794,15667,486634,36038,34530,294025,469886,27624,12145,0,NA,NA,6,120631,1453,38,1058,604,139,2746,398,8962,3680
