year,type,name,postal_code,num_cardholders,revenue_self_generated,revenue_total_operating,revenue_total_capital,expend_materials,expend_staff,expend_total_operating,num_print_volumes,num_e_book_audio_titles,hoopla,num_e_learning_services,num_took_e_learning_courses,num_workstations_internet,total_direct_circulation,program_attendance,num_tech_programs,ill_num_borrowed,ill_num_lent,num_use_wifi,num_visits_irl,num_visits_websites,population,households
2011,Public or Union Library,Perth East,N0K1M0,1437,8781,232339,NA,33856,112492,217609,53,18994,NA,NA,NA,8,81935,2168,NA,151,502,25,561,404,10234,4107
2011,Contracting Municipality,Perth South Twp,N0K1V0,0,NA,82567,NA,NA,NA,82567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3888,1591
2011,Public or Union Library,Petawawa,K8H3H5,7128,24649,558738,NA,51881,369238,500987,493,18954,NA,NA,NA,10,108365,4098,NA,1074,1648,59,1084,949,15934,6425
2011,Public or Union Library,Peterborough,K9H3V7,26429,122060,2558531,NA,389556,1662300,3216215,9844,16608,NA,NA,NA,73,655471,10497,6,2072,1836,173,7905,7833,78700,35244
2011,LSB Library,Phelps,P0H2A0,267,110,9229,NA,750,1500,8036,126,0,NA,NA,NA,2,2534,15,NA,8,NA,25,30,12,1550,0
2011,Public or Union Library,Pickering,L1V6K7,43482,187464,5205469,146069,472004,3824389,5205469,4430,26834,NA,NA,NA,82,1193956,31296,NA,1346,1181,679,12490,14995,92364,30099
2011,Public or Union Library,Port Colborne,L3K4H1,8772,28024,739662,44729,62263,490941,740543,3560,1644,NA,NA,NA,15,179276,4155,16,645,1711,39,1632,768,18003,9984
2011,Public or Union Library,Port Hope,L1A2Y8,11608,14787,893162,0,50248,474611,736958,2200,18954,NA,NA,NA,22,145522,4231,NA,1982,1649,NA,1683,120,16214,6750
2011,Public or Union Library,Powassan & District Union Public Library,P0H1Z0,3717,5215,150788,33562,14954,97883,145825,250,1644,NA,NA,NA,9,46684,2210,47,649,491,9,473,710,6168,3232
2011,Public or Union Library,Prescott,K0E1T0,3389,2885,139089,0,10006,111183,132502,659,33795,NA,NA,NA,9,24095,248,3,690,240,13,328,10,4284,2137
2011,Public or Union Library,Prince Edward County,K0K2T0,8096,40079,1194695,83351,90133,823746,1083664,1274,14923,NA,NA,NA,51,202496,11187,188,4064,3729,1853,2714,1500,25258,12976
2011,Public or Union Library,Prince Twp Public Library,P6A6K4,375,355,13458,NA,5457,3250,11817,35,NA,NA,NA,NA,5,4450,302,NA,34,NA,10,96,NA,971,442
2011,Public or Union Library,Quinte West,K8V6X5,18989,31429,1592994,NA,113430,904731,1569070,2845,NA,NA,NA,NA,17,288234,6185,24,1601,2496,195,2277,2445,43086,18236
2011,Public or Union Library,Rainy River,P0W1L0,586,4330,75562,NA,10683,41863,73298,58,18954,NA,NA,NA,6,12926,257,1,549,168,4,171,143,842,457
2011,First Nations Library,Rainy River FN,P0W1E0,80,0,14231,0,0,26653,26653,133,NA,NA,NA,NA,6,62,51,NA,NA,NA,5,97,NA,767,0
2011,Public or Union Library,Ramara Twp,L3V6H7,4259,7512,389877,NA,23659,247629,388982,210,34153,NA,NA,NA,12,47800,1633,8,1301,571,26,612,NA,8197,6215
2011,Public or Union Library,Red Lake,P0V1C0,2339,9835,254740,NA,27819,155495,228201,614,1644,NA,NA,NA,13,29906,197,NA,111,NA,10,442,17,4728,2165
2011,Public or Union Library,Red Rock Twp,P0T2P0,371,NA,76812,NA,8266,44033,69510,257,18954,NA,NA,NA,4,9466,504,4,162,NA,2,98,NA,942,493
2011,Public or Union Library,Renfrew,K7V3A9,6970,17773,443431,25000,40388,348728,443431,1373,1644,NA,NA,NA,10,105731,3421,NA,1375,1005,79,883,198,8218,3850
2011,Contracting LSB,Restoule LSB,P0H2R0,0,NA,4198,NA,NA,NA,4198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,0
2011,Public or Union Library,Richmond Hill,L4C0H5,70822,367219,9138311,335426,1132945,5635208,9344633,14585,39756,NA,NA,NA,99,2130539,47061,129,674,697,4487,22731,17000,191623,58148
2011,Public or Union Library,Rideau Lakes Public Library,K0G1E0,4840,7002,442874,0,42857,281918,429133,134,16445,NA,NA,NA,10,67626,3816,10,1549,840,20,849,316,9291,7539
2011,Contracting LSB,Robinson  LSB,P0P1Y0,0,NA,397,NA,NA,NA,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0
2011,Contracting LSB,Rossport LSB,P0T2R0,0,NA,289,NA,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,0
2011,Public or Union Library,Russell,K4R1E1,5450,19682,595633,NA,42922,422430,595633,269,18994,NA,NA,NA,10,88500,2502,NA,3402,1032,30,780,330,15247,5285
2011,Public or Union Library,Sables-Spanish Rivers Twp,P0P1P0,1289,7111,167443,NA,15383,89239,151355,870,18954,NA,NA,NA,10,15451,805,NA,393,348,1,215,113,3075,1812
2011,First Nations Library,Sachigo Lake FN,P0V2P0,104,NA,13630,NA,NA,27795,41020,NA,6678,NA,NA,NA,2,994,25,1,NA,NA,15,46,25,458,0
2011,First Nations Library,Sagamok Anishnawbek FN,P0P1P0,322,NA,16073,NA,7000,32000,47500,0,0,NA,NA,NA,3,243,21,NA,7,NA,25,113,6,1526,0
2011,First Nations Library,Saugeen FN,N0H2L0,111,NA,30186,4425,2296,18990,30186,209,16445,NA,NA,NA,6,183,5,NA,NA,NA,15,26,NA,72,0
2011,Public or Union Library,Sault Ste. Marie,P6A3C3,26326,105954,3248778,0,261784,2326804,3043398,17854,18954,NA,NA,NA,21,466230,7455,221,1223,1348,158,5874,3338,75141,33944
2011,Public or Union Library,Schreiber Twp,P0T2S0,759,6245,206313,0,1330,78676,221421,652,18954,NA,NA,NA,7,9970,3225,2,155,128,88,159,161,1126,691
2011,Public or Union Library,Scugog Memorial,L9L1A8,10706,43362,589180,NA,53017,405562,566004,160,18954,NA,NA,NA,26,173972,4273,18,1079,681,171,3343,1009,21569,8446
2011,Contracting LSB,Searchmont LSB,P0S1J0,0,NA,859,NA,NA,NA,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,0
2011,Public or Union Library,Seguin Twp,P2A2W8,2145,4638,181828,NA,13012,148905,190087,234,6678,NA,NA,NA,24,21427,123,NA,243,465,32,342,891,4276,4885
2011,First Nations Library,Seine River FN,P0W1H0,39,NA,29360,NA,2613,17775,32737,341,0,NA,NA,NA,11,947,49,NA,NA,NA,2,24,NA,329,0
2011,Public or Union Library,Selwyn,K0L1H0,5941,56306,500106,NA,66254,199810,459952,612,21975,NA,NA,NA,22,134649,5308,526,673,1186,38,1073,632,17413,8988
2011,First Nations Library,Serpent River FN,P0P1B0,88,NA,14553,NA,3818,15525,22598,45,NA,NA,NA,NA,8,465,364,NA,25,NA,356,5092,50,360,0
2011,Public or Union Library,Severn Township Library,L0K1E0,3219,5965,217272,NA,13357,80661,214786,19,2918,NA,NA,NA,9,31704,380,NA,254,285,7,157,35,11251,6903
2011,First Nations Library,Shawanaga FN,P0G1G0,209,0,32487,0,1690,23778,30000,354,18954,NA,NA,NA,6,2496,584,NA,NA,NA,3,48,NA,175,0
2011,Public or Union Library,Shelburne,L9V3L2,5360,9582,317588,NA,39317,174820,317588,134,25326,NA,NA,NA,8,99829,3982,40,1129,424,45,950,237,4625,2135
2011,First Nations Library,Sheshegwaning FN,P0P1X0,140,NA,25687,11894,715,20902,27117,120,0,NA,NA,NA,6,1923,138,NA,NA,NA,40,30,30,392,0
2011,"County, County co-operative or Regional Municipality Library",Simcoe County Co-operative,L0L1X0,710,15446,605895,28022,219301,326309,605895,3181,23745,NA,NA,NA,3,7890,28,6,187,688,27,61,37,710,0
2011,Public or Union Library,Sioux Lookout,P8T1B3,2880,20308,388788,NA,24624,267710,385831,1502,1644,NA,NA,NA,12,42773,1194,68,309,497,11,707,NA,5336,2386
2011,Public or Union Library,Sioux Narrows Nestor Falls Twp,P0X1N0,508,359,19889,0,8156,10109,19528,26,NA,NA,NA,NA,3,2701,34,NA,NA,NA,NA,2311,NA,720,1291
2011,First Nations Library,Six Nations FN,N0A1M0,2112,6348,294421,5610,24942,165266,308739,367,16445,NA,NA,NA,11,22137,4027,4,6,2,168,326,72,11297,0
2011,Public or Union Library,Smiths Falls,K7A2B9,6200,9867,411574,25440,49298,289954,408962,326,26926,NA,NA,NA,6,75426,3359,45,989,1384,86,1124,287,8978,4246
2011,Public or Union Library,Smooth Rock Falls,P0L2B0,813,385,79240,NA,4245,39049,58681,16531,28,NA,NA,NA,6,10678,NA,NA,NA,NA,12,136,32,1473,720
2011,Public or Union Library,South Algonquin Twp,K0J2M0,575,27,57398,0,4759,38028,62503,270,6678,NA,NA,NA,7,6186,703,NA,200,NA,50,5317,NA,1086,1224
2011,Public or Union Library,South River-Machar Union,P0A1X0,614,3438,75184,0,8565,40707,71810,40,26359,NA,NA,NA,5,12639,206,28,818,180,12,96,NA,1883,1395
2011,Public or Union Library,Southgate Twp.,N0C1B0,1736,3339,116055,2125,13234,65314,116055,159,18994,NA,NA,NA,9,19314,2052,NA,490,363,5,294,8,7190,2921
2011,Public or Union Library,Spanish Twp,P0P2A0,203,3685,49565,0,3341,39565,49997,154,0,NA,NA,NA,5,1137,198,NA,NA,NA,NA,48,NA,696,385
2011,Public or Union Library,Springwater Twp,L0L1X0,5598,12372,569890,NA,45674,397530,516464,237,23745,NA,NA,NA,12,124436,3008,28,1532,916,51,1159,261,18223,7116
2011,Public or Union Library,St. Catharines,L2R7K2,73831,213163,5586541,NA,798311,3462947,5475508,26862,4199,NA,NA,NA,74,1128520,17403,156,1578,3863,198,8535,7230,131400,58914
2011,Public or Union Library,St. Charles,P0M2W0,335,2788,51127,NA,4603,25589,46446,793,1604,NA,NA,NA,8,7445,1392,NA,189,NA,17,116,1,1282,759
2011,Public or Union Library,St. Joseph Twp,P0R1J0,1612,415,29286,NA,5535,14031,28900,1500,1644,NA,NA,NA,6,106972,NA,NA,NA,NA,11,86,41,1189,955
2011,Public or Union Library,St. Marys Public Library,N4X1B4,3481,19471,411694,5243,85646,270251,411694,146,13504,NA,NA,NA,11,111461,9160,16,1294,1329,NA,1310,863,6617,2968
2011,Public or Union Library,St. Thomas,N5P3Z7,16107,34010,2042537,1390159,126216,1550535,2066208,3642,34744,NA,NA,NA,16,352097,5756,2,3369,2237,122,4162,970,37905,15225
2011,Public or Union Library,Stirling-Rawdon,K0K3E0,3825,14153,172968,NA,14311,116865,150828,65,18994,NA,NA,NA,8,43021,350,24,807,956,7,547,25,4906,2029
2011,"County, County co-operative or Regional Municipality Library","Stormont, Dundas & Glengarry County",K6J3P2,7776,20398,2057283,NA,315786,1234527,2047498,2360,2942,NA,NA,NA,76,234479,9296,19,7395,2496,107,2715,2729,62394,28159
2011,Public or Union Library,Stratford,N5A1A2,10663,218535,2202362,1487,183423,1612901,2201361,1378,14184,NA,NA,NA,13,378782,10092,42,12826,11411,145,3488,5219,30886,13892
2011,Public or Union Library,Sundridge-Strong Union,P0A1Z0,614,2728,82892,NA,11526,48146,82234,171,1644,NA,NA,NA,4,16806,400,NA,255,236,14,197,66,2198,1332
2011,Contracting Municipality,Tarbutt & Tarbutt Additional Twp,P0R1E0,0,NA,1901,NA,NA,NA,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,401
2011,Public or Union Library,Tay Twp,L0K1R0,2973,9203,366880,80828,23955,244916,416389,131,6435,NA,NA,NA,12,84591,3641,5,998,1037,15,718,228,9339,5245
2011,Public or Union Library,Tehkummah Twp,P0P2C0,419,3426,9950,NA,1756,4805,8339,83,1644,NA,NA,NA,5,5588,150,NA,80,NA,10,33,NA,406,353
2011,Public or Union Library,Temagami,P0H2H0,689,1501,57520,907,10511,40192,57510,70,18954,NA,NA,NA,6,8939,271,1,145,NA,12,124,19,814,1442
2011,First Nations Library,Temagami FN,P0H1C0,125,NA,39337,NA,3723,13851,19542,4000,9,NA,NA,NA,17,2000,1580,1,NA,NA,2,65,2,227,0
2011,Public or Union Library,Temiskaming Shores,P0J1K0,5692,9923,503681,14243,42206,401925,503681,436,26834,NA,NA,NA,16,69019,2100,15,646,283,23,1625,371,10442,4371
2011,Public or Union Library,Terrace Bay Twp,P0T2W0,1182,3150,213060,0,17600,97610,213060,368,18954,NA,NA,NA,10,13252,1368,2,593,236,NA,341,344,1391,902
2011,Public or Union Library,The Blue Mountains,N0H2P0,4365,34351,647711,121933,3665,431141,563801,967,6814,NA,NA,NA,10,81966,8084,NA,1664,1049,160,934,764,6453,7156
2011,Public or Union Library,Thessalon,P0R1L0,1187,3883,67836,0,8140,36276,67836,180,1644,NA,NA,NA,7,16173,806,2,435,NA,24,203,190,1299,630
2011,First Nations Library,Thessalon FN,P0R1L0,74,NA,13705,NA,4060,17311,26808,3450,5,NA,NA,NA,16,350,NA,NA,NA,NA,5,35,NA,99,0
2011,Contracting Municipality,"Thornloe, Village of",P0J1E0,0,NA,248,NA,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,43
2011,Public or Union Library,Thorold,L2V1Y8,4467,18062,607059,10000,61154,439035,588528,6027,26539,NA,NA,NA,15,90443,4593,139,654,1395,8,1250,269,17931,7892
2011,Public or Union Library,Thunder Bay,P7B1A9,32003,141900,5894985,959364,634302,4292087,6743680,15971,26975,NA,NA,NA,62,838272,25637,NA,1124,2786,205,13644,7238,108359,49547
2011,Public or Union Library,Tillsonburg,N4G4S7,3452,12499,369343,0,45452,236290,378274,729,6900,NA,NA,NA,4,125215,3590,NA,1550,1288,NA,586,NA,15301,7010
2011,Public or Union Library,Timmins,P4N8A4,12455,31613,1543220,NA,74336,1080404,1435736,4275,1644,NA,NA,NA,44,118845,8516,26,1662,1296,52,1938,1595,43165,19390
2011,Contracting Municipality,Tiny Twp,L0L2J0,0,NA,52807,NA,NA,NA,182620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11232,9564
2011,Public or Union Library,Toronto,M4W2G8,1080405,6157862,193043143,22693018,16976163,152214159,196767444,4440335,30060,NA,NA,NA,1731,33252235,865495,1365,2348,4869,50535,381297,468071,2790200,1097600
2011,Public or Union Library,Trent Hills,K0L1L0,3448,9093,472908,NA,42600,274093,444349,567,13885,NA,NA,NA,26,85053,3065,NA,1793,1557,520,815,318,12603,6613
2011,Public or Union Library,Trent Lakes,K0L1J0,2072,18458,169546,NA,13485,107652,162867,58,33041,NA,NA,NA,11,28729,710,25,64,397,25,150,217,5284,6726
2011,Public or Union Library,Tudor & Cashel Twp,K0L1W0,176,203,5812,NA,747,4400,5951,274,1644,NA,NA,NA,4,2139,NA,NA,NA,NA,NA,46,NA,586,675
2011,Public or Union Library,Tweed,K0K3J0,3601,5361,161977,NA,13073,83670,118662,98,18994,NA,NA,NA,11,28044,595,12,356,610,75,781,420,4980,2579
2011,Public or Union Library,Tyendinaga Twp,K0K3A0,2408,4368,110042,NA,6220,64849,108984,70,12377,NA,NA,NA,15,11717,2102,4,265,55,NA,100,4,4070,1517
2011,Public or Union Library,Uxbridge Twp,L9P1P7,8542,40218,874458,NA,62934,538370,808303,2271,16445,NA,NA,NA,18,189947,5534,NA,1985,1967,42,1897,828,19169,7754
2011,Public or Union Library,Val Rita-Harty Twp,P0L2G0,275,123,40855,NA,5809,26581,38873,99,18954,NA,NA,NA,5,10112,120,NA,4,NA,2,107,NA,780,403
2011,Public or Union Library,Vaughan,L4J8C1,127536,317003,12195791,1449883,1653419,8929458,12171533,10214,2921,NA,NA,NA,116,2846201,93635,332,216,664,3765,32369,19014,304639,86441
2011,Contracting LSB,Wabigoon LSB,P0V2W0,0,NA,845,NA,NA,NA,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,0
2011,First Nations Library,Wahta Mohawk FN,P0C1A0,55,0,15197,0,0,13000,15197,369,1644,NA,NA,NA,3,650,196,NA,NA,NA,16,45,NA,162,0
2011,Public or Union Library,Wainfleet Twp,L0S1V0,2784,13315,329972,0,30948,250738,373112,515,18994,NA,NA,NA,7,61460,1960,83,468,614,33,565,161,6106,2873
2011,Public or Union Library,Wasaga Beach,L9Z2K5,13000,18609,394564,32695,33382,277249,368838,121,14801,NA,NA,NA,6,118126,10568,83,2332,816,204,1177,67,17537,12029
2011,First Nations Library,Wasauksing FN,P2A2X4,294,NA,31657,NA,2753,26455,31787,637,1644,NA,NA,NA,3,5800,3525,12,54,NA,28,359,289,379,0
2011,Public or Union Library,Waterloo City,N2L5E2,60960,219364,4649072,1334743,827605,3273448,4797415,11872,13325,NA,NA,NA,58,1599263,21934,43,1208,3001,371,12299,13129,124900,41730
2011,"County, County co-operative or Regional Municipality Library",Waterloo Region,N0B1G0,19033,40524,2422742,17480,226972,1554058,2284483,2300,32311,NA,NA,NA,38,418889,21019,99,4826,3304,76,3327,3148,62588,22352
2011,Public or Union Library,Wawa,P0S1K0,1025,1450,202689,NA,15650,124340,200962,810,26671,NA,NA,NA,4,36457,1547,57,158,119,NA,170,NA,2975,1517
2011,Public or Union Library,Welland,L3B6J1,16375,42108,1876379,21800,165272,1332689,1815284,6307,30304,NA,NA,NA,18,270681,5879,14,1853,2753,152,4122,2223,50631,21486
2011,"County, County co-operative or Regional Municipality Library",Wellington County,N1M2W3,41722,127852,4963301,1524000,533935,3101151,4963293,1243,18601,NA,NA,NA,57,990309,32303,NA,2484,1940,3194,11613,NA,93641,31788
2011,Public or Union Library,West Grey Twp,N0G1R0,3244,6531,242160,NA,24652,147260,272108,522,1644,NA,NA,NA,14,52944,1246,NA,1925,795,72,1719,148,12286,5619
2011,Public or Union Library,West Lincoln Twp,L0R2A0,7396,NA,385894,50000,46944,195673,283120,1136,1644,NA,NA,NA,16,98151,2092,3,523,NA,35,796,40,13837,4833
2011,Public or Union Library,West Nipissing,P2B1T1,3825,9845,538943,NA,36627,338035,492270,549,1644,NA,NA,NA,25,55276,452,1,516,579,3,741,84,14149,7156
2011,Public or Union Library,West Perth,N0K1N0,2073,9897,226597,35107,41733,112461,226597,289,1644,NA,NA,NA,4,62089,3338,7,8677,4823,11,676,NA,8919,3481
2011,Public or Union Library,Westport,K0G1X0,920,7378,32187,NA,2542,17849,30111,270,18954,NA,NA,NA,2,9780,35,NA,292,694,NA,115,NA,594,363
2011,Public or Union Library,Whitby,L1N6A1,47167,218962,5196160,159941,575348,3721386,5214772,8087,8369,NA,NA,NA,89,1569974,30349,192,838,1513,789,13173,7417,128310,41750
2011,Public or Union Library,Whitchurch-Stouffville,L4A4K1,22034,66791,1178529,NA,111879,785101,1178442,1148,28623,NA,NA,NA,17,237895,16115,21,846,1643,NA,3331,1466,37628,13784
2011,Public or Union Library,White River Twp,P0M3G0,231,1867,48748,NA,10001,27930,46202,83,18052,NA,NA,NA,5,7378,932,4,160,NA,NA,83,NA,841,355
2011,First Nations Library,Whitefish River FN,P0P1A0,22,NA,28724,NA,6265,24026,32028,6000,120,NA,NA,NA,4,4489,20,NA,NA,NA,NA,1993,NA,366,0
2011,Public or Union Library,Whitestone-Hagerman Memorial,P0A1G0,1104,943,86674,0,8478,55325,79500,108,16309,NA,NA,NA,8,16483,1023,1,60,189,25,164,125,728,1634
2011,Public or Union Library,Whitewater Region,K0J1C0,1164,15336,100495,NA,13519,46845,93137,475,12033,NA,NA,NA,9,23469,154,NA,579,NA,7,317,NA,5852,3420
2011,First Nations Library,Wikwemikong FN,P0P2J0,702,NA,61642,NA,8134,33448,66966,237,18858,NA,NA,NA,12,918,836,7,16,NA,10,48,NA,3030,0
2011,Public or Union Library,Windsor,N9A4M9,85611,209304,9022456,NA,833351,6436799,8806240,19312,131453,NA,NA,NA,173,1233219,47015,68,9989,5347,792,21309,9216,210891,97894
2011,Public or Union Library,Wollaston and Limerick Union,K0L1P0,625,200,26820,0,2000,20979,32289,252,25,NA,NA,NA,4,10748,532,1,511,NA,37,46,NA,1060,691
2011,Public or Union Library,Woodstock,N4S4G7,15185,51396,2089291,28102,230100,1579940,2146270,5530,26834,NA,NA,NA,14,454655,17844,5,1378,3443,101,7677,1464,32127,16176
2010,Public or Union Library,Addington Highlands Twp,K0H1P0,963,1480,66404,0,8670,52836,83820,11432,NA,NA,NA,NA,12,10357,480,NA,215,0,19,176,175,1900,2635
2010,Contracting Municipality,Adjala-TosorontioTwp,L9R1V1,0,0,44947,0,0,0,44947,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,10695,3913
2010,Public or Union Library,Admaston - Bromley Public Library,K0J1S0,454,288,32538,0,2145,6724,27036,8596,NA,NA,NA,NA,6,6600,253,NA,21,0,2,180,42,2657,1371
2010,Public or Union Library,Ajax,L1S2H8,29930,131283,3512694,82711,348916,2803406,3658662,180448,NA,NA,NA,NA,33,872459,21892,NA,1203,1311,864,6132,6771,110455,33572
2010,First Nations Library,Alderville FN,K0K2X0,115,244,32881,0,9700,16324,32264,4657,NA,NA,NA,NA,4,2500,245,NA,0,0,0,42,0,308,0
2010,Public or Union Library,Alfred & Plantagenet Twp,K0B1J0,1983,4080,282892,0,52058,156159,264026,50282,NA,NA,NA,NA,25,51523,1130,NA,444,0,2,477,80,7877,3944
2010,First Nations Library,Algonquins of Pikwakanagon FN,K0J1X0,87,0,34175,0,5335,19315,37978,5339,NA,NA,NA,NA,6,1350,188,NA,0,0,0,30,0,421,0
2010,Public or Union Library,Alnwick/Haldimand Twp,K0K2G0,1502,960,136349,553485,30861,79988,136349,31107,NA,NA,NA,NA,9,38710,376,NA,665,140,14,214,0,6435,2858
2010,Contracting Municipality,Amaranth Twp,L9W2Z3,0,0,86315,0,0,0,86315,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,3483,1361
2010,Public or Union Library,Armstrong Twp,P0J1E0,285,2997,64036,0,12995,27533,53000,14682,NA,NA,NA,NA,6,158866,161,NA,179,0,1,117,0,1155,500
2010,Public or Union Library,Arnprior,K7S1R6,6201,33467,372757,100000,44561,257229,383822,58000,NA,NA,NA,NA,7,124999,6858,NA,706,1452,69,1829,228,7846,3840
2010,Public or Union Library,Asphodel-Norwood Twp,K0L2V0,1177,2861,141968,0,14449,71001,138267,21121,NA,NA,NA,NA,8,8263,534,NA,617,340,5,228,10,4125,2077
2010,Public or Union Library,Assiginack Twp,P0P1N0,815,0,39165,0,7106,24463,39425,11923,NA,NA,NA,NA,4,22747,393,NA,154,0,13,43,0,915,390
2010,Public or Union Library,Athens Twp.,K0E1B0,431,625,29960,0,6874,14643,35843,9130,NA,NA,NA,NA,5,6884,120,NA,317,0,4,89,0,2809,1314
2010,Public or Union Library,Atikokan Twp,P0T1C0,1056,4676,215233,20700,25079,133169,207576,31930,NA,NA,NA,NA,6,21145,2093,NA,135,532,13,256,75,3172,1642
2010,Public or Union Library,Augusta Twp,K6V5T2,1064,5008,115839,0,15162,55983,114700,20491,NA,NA,NA,NA,6,20200,108,NA,144,0,4,159,0,7510,2996
2010,Public or Union Library,Aurora,L4G1M1,31855,92353,2934125,187157,323504,2214483,3021282,143150,NA,NA,NA,NA,27,648075,11497,NA,797,1038,219,6212,4449,55024,17020
2010,Contracting LSB,Aweres LSB,P6A5K7,0,0,3264,0,0,0,3264,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,680,0
2010,Contracting Municipality,Baldwin Twp,P0P1M0,0,0,1694,0,0,0,1694,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,553,353
2010,Public or Union Library,Bancroft,K0L1C0,2409,8512,161103,0,38300,93775,165240,19733,NA,NA,NA,NA,10,29869,1472,NA,370,445,0,283,66,3838,1849
2010,Public or Union Library,Barrie,L4M1L6,53710,250652,5242043,0,610220,3213645,5316826,290445,NA,NA,NA,NA,27,1547094,20266,NA,2913,2465,0,9693,135578,141000,51295
2010,First Nations Library,Beausoleil FN,L0K1C0,398,0,78170,0,3640,30356,114932,5270,NA,NA,NA,NA,18,1080,965,NA,0,0,25,402,0,617,0
2010,Contracting Municipality,Beckwith Twp,K7C3P2,0,0,91936,0,0,0,91936,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,6309,2809
2010,Public or Union Library,Belleville,K8N3B1,20871,71063,1868921,37789,211041,1458391,1977522,98553,NA,NA,NA,NA,18,186242,8845,NA,1649,2691,701,4571,2952,48821,21239
2010,First Nations Library,Big Grassy FN,P0W1J0,175,0,30550,0,6702,25769,50453,7115,NA,NA,NA,NA,7,1515,3264,NA,0,0,8,81,0,260,0
2010,Public or Union Library,Billings Twp,P0P1J0,359,2470,36512,0,8959,12721,27161,7060,NA,NA,NA,NA,4,6250,72,NA,62,0,0,57,0,539,618
2010,First Nations Library,Bkejwanong FN,N8A4K9,264,10516,100345,0,4043,53030,101276,9326,NA,NA,NA,NA,11,890,728,NA,0,0,29,313,0,2260,0
2010,Public or Union Library,Black River-Matheson Twp,P0K1N0,1050,6725,85801,0,15702,40877,83861,19200,NA,NA,NA,NA,8,9891,160,NA,0,0,5,160,0,2396,1445
2010,Public or Union Library,Blind River,P0R1B0,1228,7183,165005,0,22577,91036,178734,20524,NA,NA,NA,NA,4,19560,128,NA,784,208,11,157,0,3549,2417
2010,Public or Union Library,"Blue Mountains, The Town of",N0H2P0,4228,23216,584016,22993,38561,402227,584700,37835,NA,NA,NA,NA,10,77879,7571,NA,1291,979,72,1071,361,6825,6730
2010,Public or Union Library,Bonfield,P0H1E0,406,0,81014,0,9000,59671,81014,12077,NA,NA,NA,NA,6,10258,2266,NA,143,0,3,108,16,2009,1021
2010,Public or Union Library,Bonnechere Union,K0J1T0,2499,16966,170036,0,6698,113191,160168,21412,NA,NA,NA,NA,9,28684,2008,NA,833,0,22,333,125,5798,4115
2010,Public or Union Library,Bracebridge,P1L2B5,7310,25252,850188,0,54303,507073,771003,53628,NA,NA,NA,NA,9,129712,3967,NA,1684,1423,8,3334,429,15652,8346
2010,Public or Union Library,Bradford West Gwillimbury,L3Z0J2,13634,156212,1566000,0,119446,921828,1236075,80209,NA,NA,NA,NA,9,175110,8481,NA,1228,1951,53,1993,348,26872,9461
2010,Public or Union Library,Brampton,L6W3L6,140930,417856,13086812,1027000,1677407,7851217,13922567,582397,NA,NA,NA,NA,228,5456223,39744,NA,1701,2645,2443,28631,47460,504600,143414
2010,Public or Union Library,Brant County,N3L1K7,13872,33402,1690966,0,182975,1114287,1675192,109612,NA,NA,NA,NA,22,286273,16879,NA,2175,2884,26,2721,3114,30825,13580
2010,Public or Union Library,Brantford,N3T2G8,65495,167834,4485820,80417,552793,3036706,4596735,193755,NA,NA,NA,NA,48,904011,14636,NA,2310,1755,855,12056,3858,94493,38475
2010,Public or Union Library,Brighton,K0K1H0,7251,8568,262404,0,42989,180844,259496,33086,NA,NA,NA,NA,10,136065,1202,NA,1767,2409,63,1289,662,10253,4328
2010,LSB Library,Britt-Byng Inlet LSB,P0G1A0,283,0,8553,0,6146,0,6284,7008,NA,NA,NA,NA,6,18539,0,NA,3,0,98,231,0,940,0
2010,Public or Union Library,Brock Twp,L0K1A0,4609,6923,625438,0,23063,405912,589164,58390,NA,NA,NA,NA,25,44693,3526,NA,838,513,6,612,451,11279,5136
2010,Public or Union Library,Brockville,K6V5T7,9172,42421,730773,0,63101,526358,734253,74229,NA,NA,NA,NA,11,182972,4740,NA,1890,1948,166,2553,1020,19128,10500
2010,"County, County co-operative or Regional Municipality Library",Bruce County,N0H2C6,17927,74518,3070362,13246,284192,1916156,3427702,206007,NA,NA,NA,NA,60,450590,5223,NA,3024,4017,0,4272,0,60264,36269
